temp=26.855682,weight=8677914,remote=33,t=485
temp=26.767960,weight=8677898,remote=33,t=488
temp=26.285484,weight=8677890,remote=33,t=497
temp=26.066177,weight=8677937,remote=33,t=507
temp=26.811813,weight=8677950,remote=33,t=516
temp=26.548653,weight=8677807,remote=33,t=535
temp=26.767960,weight=8677837,remote=33,t=545
temp=26.285484,weight=8677859,remote=33,t=554
temp=26.197762,weight=8677850,remote=33,t=564
temp=26.943398,weight=8677882,remote=33,t=573
temp=26.767960,weight=8677874,remote=33,t=602
temp=26.197762,weight=8677942,remote=33,t=611
temp=26.811813,weight=8677891,remote=33,t=621
temp=26.285484,weight=8677872,remote=33,t=630
temp=26.329346,weight=8677875,remote=33,t=640
temp=26.724091,weight=8677928,remote=33,t=649
temp=26.329346,weight=8677909,remote=33,t=659
temp=26.197762,weight=8677985,remote=33,t=668
temp=26.285484,weight=8677962,remote=33,t=678
temp=26.241623,weight=8677925,remote=33,t=687
temp=26.285484,weight=8677953,remote=33,t=697
temp=27.031120,weight=8677921,remote=33,t=706
temp=26.680237,weight=8678006,remote=33,t=716
temp=26.724091,weight=8678070,remote=33,t=725
temp=26.329346,weight=8678009,remote=33,t=734
temp=26.811813,weight=8677934,remote=33,t=744
temp=26.285484,weight=8677902,remote=33,t=753
temp=26.767960,weight=8677924,remote=33,t=763
temp=26.811813,weight=8678087,remote=33,t=772
temp=26.943398,weight=8678107,remote=33,t=782
temp=26.329346,weight=8678018,remote=33,t=791
temp=26.680237,weight=8678062,remote=33,t=801
temp=26.767960,weight=8678004,remote=33,t=810
temp=26.285484,weight=8677910,remote=33,t=820
temp=26.811813,weight=8677932,remote=33,t=829
temp=26.855682,weight=8677989,remote=33,t=848
temp=26.680237,weight=8677984,remote=33,t=858
temp=26.680237,weight=8678003,remote=33,t=867
temp=26.724091,weight=8678047,remote=33,t=877
temp=26.811813,weight=8678127,remote=33,t=886
temp=26.899536,weight=8678028,remote=33,t=896
temp=26.899536,weight=8678010,remote=33,t=905
temp=26.855682,weight=8678044,remote=33,t=915
temp=26.636368,weight=8678173,remote=33,t=924
temp=26.855682,weight=8678129,remote=33,t=934
temp=26.811813,weight=8678028,remote=33,t=953
temp=26.724091,weight=8678063,remote=33,t=962
temp=26.724091,weight=8678125,remote=33,t=972
temp=26.680237,weight=8678049,remote=33,t=981
temp=26.241623,weight=8678123,remote=33,t=991
temp=26.767960,weight=8678111,remote=33,t=1000
†	@temp=26.680237,weight=8678125,remote=33,t=1019
†	@temp=26.855682,weight=8678091,remote=33,t=1029
†	@temp=26.680237,weight=8678085,remote=33,t=1038
†	@temp=26.636368,weight=8678097,remote=33,t=1047
†	@temp=26.724091,weight=8678175,remote=33,t=1057
†	@temp=26.636368,weight=8678246,remote=33,t=1066
†	@temp=26.855682,weight=8678180,remote=33,t=1076
†	@temp=26.285484,weight=8678169,remote=33,t=1085
†	@temp=26.724091,weight=8678264,remote=33,t=1095
†	@temp=26.767960,weight=8678189,remote=33,t=1104
†	@temp=26.680237,weight=8678018,remote=33,t=1114
†	@temp=26.811813,weight=8678187,remote=33,t=1123
†	@temp=26.680237,weight=8678298,remote=33,t=1133
†	@temp=26.811813,weight=8678177,remote=33,t=1152
†	@temp=26.724091,weight=8678287,remote=33,t=1161
†	@temp=26.943398,weight=8678312,remote=33,t=1171
†	@temp=26.680237,weight=8678354,remote=33,t=1180
†	@temp=26.680237,weight=8678271,remote=33,t=1190
†	@temp=26.943398,weight=8678164,remote=33,t=1199
†	@temp=26.548653,weight=8678472,remote=33,t=1218
†	@temp=26.680237,weight=8678295,remote=33,t=1228
†	@temp=26.767960,weight=8678195,remote=33,t=1237
†	@temp=26.373207,weight=8678309,remote=33,t=1247
†	@temp=26.724091,weight=8678342,remote=33,t=1256
†	@temp=26.987259,weight=8678356,remote=33,t=1266
†	@temp=26.680237,weight=8678218,remote=33,t=1285
†	@temp=26.680237,weight=8678282,remote=33,t=1294
†	@temp=26.724091,weight=8678369,remote=33,t=1304
†	@temp=26.153900,weight=8678444,remote=33,t=1313
†	@temp=26.680237,weight=8678354,remote=33,t=1323
†	@temp=26.855682,weight=8678370,remote=33,t=1332
†	@temp=26.811813,weight=8678453,remote=33,t=1351
†	@temp=26.636368,weight=8678377,remote=33,t=1370
†	@temp=26.767960,weight=8678372,remote=33,t=1379
†	@temp=26.811813,weight=8678338,remote=33,t=1389
†	@temp=26.899536,weight=8678443,remote=33,t=1398
†	@temp=26.855682,weight=8678428,remote=33,t=1408
†	@temp=26.417068,weight=8678416,remote=33,t=1417
†	@temp=26.329346,weight=8678477,remote=33,t=1427
†	@temp=26.724091,weight=8678451,remote=33,t=1436
†	@temp=26.680237,weight=8678493,remote=33,t=1455
†	@temp=26.329346,weight=8678499,remote=33,t=1465
†	@temp=26.899536,weight=8678436,remote=33,t=1474
†	@temp=26.724091,weight=8678476,remote=33,t=1493
†	@temp=26.680237,weight=8678456,remote=33,t=1503
†	@temp=26.548653,weight=8678459,remote=33,t=1512
†	@temp=26.636368,weight=8678429,remote=33,t=1522
†	@temp=26.987259,weight=8678457,remote=33,t=1531
†	@temp=26.767960,weight=8678403,remote=33,t=1541
†	@temp=26.899536,weight=8678344,remote=33,t=1550
†	@temp=26.680237,weight=8678384,remote=33,t=1560
†	@temp=26.066177,weight=8678508,remote=33,t=1569
†	@temp=26.987259,weight=8678501,remote=33,t=1579
†	@temp=26.767960,weight=8678472,remote=33,t=1588
†	@temp=26.724091,weight=8678534,remote=33,t=1598
†	@temp=26.548653,weight=8678516,remote=33,t=1607
†	@temp=26.022316,weight=8678537,remote=33,t=1617
†	@temp=26.153900,weight=8678521,remote=33,t=1636
†	@temp=26.636368,weight=8678622,remote=33,t=1645
†	@temp=26.724091,weight=8678541,remote=33,t=1655
†	@temp=26.592514,weight=8678522,remote=33,t=1664
†	@temp=26.680237,weight=8678515,remote=33,t=1674
†	@temp=26.636368,weight=8678492,remote=33,t=1683
†	@temp=26.767960,weight=8678403,remote=33,t=1702
†	@temp=26.767960,weight=8678521,remote=33,t=1711
†	@temp=26.285484,weight=8678489,remote=33,t=1721
†	@temp=26.636368,weight=8678478,remote=33,t=1730
†	@temp=26.329346,weight=8678510,remote=33,t=1740
†	@temp=26.636368,weight=8678554,remote=33,t=1749
†	@temp=26.680237,weight=8678543,remote=33,t=1768
†	@temp=26.767960,weight=8678641,remote=33,t=1778
†	@temp=26.811813,weight=8678551,remote=33,t=1787
†	@temp=26.767960,weight=8678523,remote=33,t=1797
†	@temp=26.811813,weight=8678548,remote=33,t=1806
†	@temp=26.373207,weight=8678585,remote=33,t=1816
†	@temp=26.592514,weight=8678563,remote=33,t=1835
†	@temp=26.241623,weight=8678616,remote=33,t=1844
†	@temp=26.855682,weight=8678622,remote=33,t=1854
†	@temp=26.855682,weight=8678592,remote=33,t=1863
†	@temp=26.767960,weight=8678577,remote=33,t=1873
†	@temp=26.724091,weight=8678634,remote=33,t=1882
†	@temp=26.943398,weight=8678666,remote=33,t=1892
†	@temp=26.241623,weight=8678616,remote=33,t=1901
†	@temp=26.373207,weight=8678605,remote=33,t=1911
†	@temp=26.680237,weight=8678550,remote=33,t=1920
†	@temp=26.680237,weight=8678579,remote=33,t=1930
†	@temp=26.197762,weight=8678582,remote=33,t=1939
†	@temp=26.636368,weight=8678527,remote=33,t=1949
†	@temp=26.680237,weight=8678559,remote=33,t=1958
†	@temp=26.285484,weight=8678571,remote=33,t=1968
†	@temp=26.241623,weight=8678551,remote=33,t=1987
†	@temp=26.680237,weight=8678526,remote=33,t=1996
†	@temp=26.680237,weight=8678529,remote=33,t=2005
†	@temp=26.417068,weight=8678514,remote=33,t=2015
†	@temp=26.680237,weight=8678509,remote=33,t=2024
†	@temp=26.724091,weight=8678571,remote=33,t=2034
†	@temp=26.285484,weight=8678637,remote=33,t=2053
†	@temp=26.811813,weight=8678615,remote=33,t=2062
†	@temp=26.724091,weight=8678485,remote=33,t=2072
†	@temp=26.680237,weight=8678503,remote=33,t=2081
†	@temp=26.767960,weight=8678475,remote=33,t=2091
†	@temp=26.767960,weight=8678552,remote=33,t=2100
†	@temp=26.899536,weight=8678694,remote=33,t=2119
†	@temp=26.680237,weight=8678607,remote=33,t=2129
†	@temp=26.724091,weight=8678541,remote=33,t=2138
†	@temp=26.724091,weight=8678605,remote=33,t=2148
†	@temp=26.592514,weight=8678584,remote=33,t=2157
†	@temp=26.680237,weight=8678504,remote=33,t=2167
†	@temp=26.811813,weight=8678608,remote=33,t=2186
†	@temp=26.767960,weight=8678540,remote=33,t=2195
†	@temp=26.241623,weight=8678478,remote=33,t=2205
†	@temp=26.724091,weight=8678527,remote=33,t=2214
†	@temp=26.767960,weight=8678609,remote=33,t=2224
†	@temp=26.636368,weight=8678645,remote=33,t=2233
†	@temp=26.680237,weight=8678587,remote=33,t=2243
†	@temp=26.680237,weight=8678523,remote=33,t=2252
†	@temp=26.110039,weight=8678560,remote=33,t=2271
†	@temp=26.811813,weight=8678583,remote=33,t=2281
†	@temp=26.811813,weight=8678552,remote=33,t=2290
†	@temp=26.680237,weight=8678494,remote=33,t=2300
†	@temp=26.724091,weight=8678554,remote=33,t=2309
†	@temp=26.636368,weight=8678586,remote=33,t=2319
†	@temp=26.855682,weight=8678563,remote=33,t=2338
†	@temp=26.636368,weight=8678569,remote=33,t=2347
†	@temp=26.680237,weight=8678598,remote=33,t=2356
†	@temp=26.680237,weight=8678645,remote=33,t=2366
†	@temp=26.680237,weight=8678645,remote=33,t=2375
†	@temp=26.767960,weight=8678547,remote=33,t=2394
†	@temp=26.724091,weight=8678585,remote=33,t=2404
†	@temp=26.899536,weight=8678477,remote=33,t=2413
†	@temp=26.724091,weight=8678460,remote=33,t=2423
†	@temp=26.767960,weight=8678591,remote=33,t=2432
†	@temp=26.636368,weight=8678526,remote=33,t=2442
†	@temp=26.767960,weight=8678522,remote=33,t=2451
†	@temp=26.811813,weight=8678571,remote=33,t=2470
†	@temp=26.548653,weight=8678499,remote=33,t=2480
†	@temp=26.197762,weight=8678584,remote=33,t=2489
†	@temp=26.241623,weight=8678617,remote=33,t=2499
†	@temp=26.811813,weight=8678616,remote=33,t=2508
†	@temp=26.767960,weight=8678601,remote=33,t=2518
†	@temp=26.592514,weight=8678551,remote=33,t=2537
†	@temp=26.724091,weight=8678583,remote=33,t=2556
†	@temp=26.548653,weight=8678558,remote=33,t=2565
†	@temp=26.724091,weight=8678551,remote=33,t=2575
†	@temp=26.680237,weight=8678617,remote=33,t=2584
†	@temp=26.724091,weight=8678609,remote=33,t=2594
†	@temp=26.811813,weight=8678585,remote=33,t=2603
†	@temp=26.899536,weight=8678651,remote=33,t=2613
†	@temp=26.636368,weight=8678675,remote=33,t=2622
†	@temp=26.373207,weight=8678620,remote=33,t=2632
†	@temp=26.241623,weight=8678626,remote=33,t=2641
†	@temp=26.680237,weight=8678644,remote=33,t=2651
†	@temp=26.548653,weight=8678687,remote=33,t=2660
†	@temp=26.767960,weight=8678662,remote=33,t=2670
†	@temp=26.285484,weight=8678561,remote=33,t=2689
†	@temp=26.811813,weight=8678499,remote=33,t=2698
†	@temp=26.724091,weight=8678513,remote=33,t=2707
†	@temp=27.031120,weight=8678535,remote=33,t=2726
†	@temp=26.767960,weight=8678604,remote=33,t=2736
†	@temp=26.373207,weight=8678619,remote=33,t=2755
†	@temp=26.636368,weight=8678621,remote=33,t=2764
†	@temp=26.724091,weight=8678647,remote=33,t=2774
†	@temp=26.373207,weight=8678619,remote=33,t=2783
†	@temp=26.241623,weight=8678558,remote=33,t=2793
†	@temp=26.811813,weight=8678578,remote=33,t=2802
†	@temp=26.285484,weight=8678554,remote=33,t=2821
†	@temp=26.855682,weight=8678503,remote=33,t=2831
†	@temp=26.767960,weight=8678597,remote=33,t=2840
†	@temp=26.636368,weight=8678599,remote=33,t=2850
†	@temp=26.855682,weight=8678483,remote=33,t=2859
†	@temp=26.680237,weight=8678529,remote=33,t=2869
†	@temp=26.943398,weight=8678693,remote=33,t=2888
†	@temp=26.592514,weight=8678674,remote=33,t=2897
†	@temp=26.899536,weight=8678615,remote=33,t=2907
†	@temp=26.285484,weight=8678522,remote=33,t=2916
†	@temp=26.767960,weight=8678550,remote=33,t=2926
†	@temp=26.680237,weight=8678635,remote=33,t=2935
†	@temp=26.811813,weight=8678633,remote=33,t=2954
†	@temp=26.680237,weight=8678579,remote=33,t=2964
†	@temp=26.811813,weight=8678559,remote=33,t=2973
†	@temp=26.197762,weight=8678615,remote=33,t=2983
†	@temp=26.636368,weight=8678577,remote=33,t=2992
†	@temp=26.943398,weight=8678529,remote=33,t=3002
†	@temp=26.329346,weight=8678615,remote=33,t=3011
†	@temp=26.636368,weight=8678588,remote=33,t=3021
†	@temp=26.724091,weight=8678458,remote=33,t=3030
†	@temp=26.767960,weight=8678456,remote=33,t=3039
†	@temp=26.899536,weight=8678587,remote=33,t=3049
†	@temp=26.197762,weight=8678667,remote=33,t=3058
†	@temp=26.373207,weight=8678660,remote=33,t=3068
†	@temp=26.811813,weight=8678672,remote=33,t=3077
†	@temp=26.241623,weight=8678596,remote=33,t=3087
†	@temp=26.724091,weight=8678572,remote=33,t=3106
†	@temp=26.767960,weight=8678539,remote=33,t=3115
†	@temp=26.241623,weight=8678525,remote=33,t=3125
†	@temp=26.855682,weight=8678634,remote=33,t=3134
†	@temp=26.767960,weight=8678615,remote=33,t=3153
†	@temp=26.724091,weight=8678566,remote=33,t=3172
†	@temp=26.636368,weight=8678544,remote=33,t=3182
†	@temp=26.636368,weight=8678516,remote=33,t=3191
†	@temp=26.241623,weight=8678557,remote=33,t=3201
†	@temp=26.285484,weight=8678541,remote=33,t=3210
†	@temp=26.636368,weight=8678632,remote=33,t=3220
†	@temp=26.811813,weight=8678585,remote=33,t=3239
†	@temp=26.724091,weight=8678634,remote=33,t=3248
†	@temp=26.592514,weight=8678548,remote=33,t=3258
†	@temp=26.767960,weight=8678552,remote=33,t=3267
†	@temp=26.855682,weight=8678561,remote=33,t=3277
†	@temp=26.636368,weight=8678566,remote=33,t=3305
†	@temp=26.680237,weight=8678466,remote=33,t=3315
†	@temp=26.197762,weight=8678496,remote=33,t=3324
†	@temp=26.636368,weight=8678476,remote=33,t=3334
†	@temp=26.724091,weight=8678461,remote=33,t=3343
†	@temp=26.197762,weight=8678514,remote=33,t=3352
†	@temp=26.724091,weight=8678631,remote=33,t=3371
†	@temp=26.285484,weight=8678633,remote=33,t=3381
†	@temp=26.767960,weight=8678542,remote=33,t=3390
†	@temp=26.899536,weight=8678609,remote=33,t=3400
†	@temp=26.724091,weight=8678666,remote=33,t=3409
†	@temp=26.592514,weight=8678539,remote=33,t=3419
†	@temp=26.899536,weight=8678601,remote=33,t=3438
†	@temp=26.767960,weight=8678621,remote=33,t=3447
†	@temp=26.592514,weight=8678601,remote=33,t=3457
†	@temp=26.811813,weight=8678541,remote=33,t=3466
†	@temp=26.373207,weight=8678489,remote=33,t=3476
